name,air_temp,skin_temp,calories,gsr,heart_rate,steps
997,81.5,86.0,1.8,0.604,69,0
998,81.7,86.6,1.7,0.405,71,0
999,82.1,86.7,1.4,0.266,77,0
1000,82.4,86.8,1.7,0.221,68,0
1001,82.4,87.0,1.7,0.248,71,0
1002,82.4,87.2,1.7,0.201,77,0
1003,82.6,87.2,1.6,0.166,71,0
1004,82.8,87.2,1.7,0.0624,68,0
1005,82.8,87.3,1.3,0.066,72,0
1006,82.8,87.5,1.5,0.0693,74,0
1007,82.8,87.5,1.5,0.052,68,0
1008,83.2,87.5,1.8,0.0217,61,0
1009,83.6,87.7,1.8,0.014,65,0
1010,83.3,87.8,1.7,0.0143,71,0
1011,83.3,88.0,1.4,0.0133,70,0
1012,83.5,88.0,1.6,0.0116,70,0
1013,83.8,88.0,1.1,0.00862,66,0
1014,83.8,88.2,1.4,0.0111,64,0
1015,83.8,88.3,1.7,0.00947,67,0
1016,83.8,88.5,1.7,0.000962,71,0
1017,83.9,88.7,1.7,0.00109,72,0
1018,84.2,88.7,1.9,0.000823,58,0
1019,84.2,88.8,2.0,0.000734,62,0
1020,84.2,88.7,1.8,0.000759,66,0
1021,84.2,88.8,1.7,0.00072,72,0
1022,84.2,88.8,1.8,0.000775,68,0
1023,84.2,88.9,1.8,0.00118,62,0
1024,84.2,88.9,1.9,0.00108,65,0
1025,84.2,88.7,1.6,0.000829,60,0
1026,84.2,88.9,1.7,0.000717,51,0
1027,84.4,89.1,1.8,0.000665,61,0
1028,84.7,89.1,1.7,0.000684,70,0
1029,84.7,89.1,1.5,0.00069,65,0
1030,84.7,89.1,1.3,0.000656,59,0
1031,84.7,89.3,1.4,0.000663,65,0
1032,84.7,89.1,1.4,0.00067,57,0
1033,84.8,88.9,1.1,0.000665,54,0
1034,85.1,89.1,1.2,0.000636,60,0
1035,85.1,89.2,1.3,0.000644,55,0
1036,84.9,89.4,2.4,0.00102,58,10
1037,84.5,89.3,5.0,0.000924,-10,99
1038,84.0,89.1,2.3,0.000903,-10,16
1039,83.6,88.8,1.7,0.000793,88,0
1040,83.1,88.5,1.7,0.000704,71,0
1041,82.8,88.5,1.1,0.000733,44,0
1042,82.8,88.3,1.0,0.000617,46,0
1043,82.8,88.2,1.1,0.000643,46,0
1044,82.7,88.0,1.1,0.000685,46,0
1045,82.4,87.9,1.2,0.000666,47,0
1046,82.4,87.8,1.0,0.00068,49,0
1047,82.4,87.7,1.1,0.000706,53,0
1048,82.4,87.6,1.0,0.00071,58,0
1049,82.2,87.4,1.1,0.000725,48,0
1050,82.0,87.3,1.0,0.000676,49,0
1051,82.0,87.1,1.1,0.000675,49,0
1052,82.0,87.0,1.0,0.000665,49,0
1053,82.0,86.9,1.1,0.00068,49,0
1054,81.8,86.7,1.0,0.000665,50,0
1055,81.5,86.7,1.1,0.000675,50,0
1056,81.5,86.5,1.1,0.00067,51,0
1057,81.5,86.5,1.1,0.000683,48,0
1058,81.5,86.3,1.0,0.000659,57,0
1059,81.3,86.2,1.1,0.000649,50,0
1060,81.2,86.2,2.0,0.000696,50,0
1061,81.5,86.0,2.4,0.0007,-10,12
1062,81.3,85.9,2.0,0.000708,-10,0
1063,81.1,85.9,2.5,0.000721,-10,13
1064,80.9,85.8,3.5,0.000696,-10,39
1065,80.4,85.5,2.1,0.000689,-10,0
1066,80.3,85.5,1.9,0.000598,63,0
1067,80.6,85.4,1.9,0.000615,60,0
1068,80.8,85.5,1.5,0.000655,57,0
1069,81.2,85.5,1.8,0.000616,58,0
1070,81.5,85.6,1.5,0.000589,55,0
1071,81.7,85.8,1.6,0.000624,61,0
1072,82.0,85.9,1.5,0.000581,61,0
1073,82.0,85.8,1.5,0.000638,58,0
1074,82.1,86.0,1.8,0.000597,62,0
1075,82.4,86.0,1.7,0.000594,55,0
1076,82.4,86.2,1.7,0.00057,63,0
1077,82.4,86.2,1.7,0.000557,69,0
1078,82.4,86.2,1.9,0.000608,66,0
1079,82.6,86.2,2.0,0.000665,64,0
1080,82.8,86.2,1.8,0.000625,-10,0
1081,82.8,86.3,1.8,0.000596,58,0
1082,82.8,86.4,1.5,0.000593,-10,0
1083,82.8,86.5,1.8,0.000547,66,0
1084,82.8,86.4,1.7,0.000599,60,0
1085,82.8,86.4,1.3,0.000584,58,0
1086,82.8,86.5,1.7,0.000618,67,0
1087,83.0,86.5,1.9,0.000582,-10,0
1088,83.1,86.5,1.8,0.000586,61,0
1089,82.8,86.5,2.0,0.000619,68,0
1090,83.0,86.5,1.9,0.000597,62,0
1091,83.1,86.5,2.2,0.00067,-10,0
1092,82.8,86.5,2.1,0.000638,-10,0
1093,82.8,86.5,1.9,0.0006,56,0
1094,82.8,86.5,1.8,0.00062,58,0
1095,83.0,86.5,1.8,0.000598,64,0
1096,83.3,86.5,1.8,0.000585,68,0
1097,83.3,86.5,2.1,0.000631,-10,0
1098,83.1,86.5,2.0,0.000631,-10,0
1099,83.0,86.5,1.6,0.000587,-10,0
1100,83.3,86.5,1.8,0.000643,-10,0
1101,83.3,86.5,1.8,0.000617,84,0
1102,83.3,86.5,2.0,0.000631,-10,0
1103,83.3,86.7,1.8,0.000579,-10,0
1104,83.5,86.7,1.7,0.000561,71,0
1105,83.8,86.5,2.0,0.000655,-10,0
1106,83.8,86.7,1.9,0.000617,-10,0
1107,83.8,86.7,1.9,0.00062,-10,0
1108,83.9,86.9,2.1,0.000608,-10,0
1109,84.0,86.9,2.0,0.000652,52,0
1110,83.8,87.0,1.9,0.000591,62,0
1111,83.8,87.1,2.0,0.000613,-10,0
1112,83.9,87.0,2.0,0.000582,-10,0
1113,84.0,86.9,1.9,0.00059,64,0
1114,83.9,87.0,1.5,0.000574,58,0
1115,84.4,87.1,1.5,0.000579,59,0
1116,84.5,87.2,1.8,0.000567,57,0
1117,84.2,87.1,1.9,0.000597,-10,0
1118,84.2,87.1,1.9,0.000585,-10,0
1119,84.2,87.1,1.7,0.000598,68,0
1120,84.2,87.1,2.0,0.00062,62,0
1121,84.2,87.2,2.0,0.000641,59,0
1122,84.0,87.4,1.8,0.000585,60,0
1123,83.8,87.4,2.0,0.000581,55,0
1124,83.8,87.2,2.1,0.000624,59,0
1125,83.8,86.9,2.1,0.00066,-10,0
1126,83.6,86.6,1.6,0.000652,52,0
1127,83.3,86.4,1.9,0.000693,61,0
1128,83.3,86.2,1.9,0.000652,70,0
1129,83.3,86.4,2.0,0.000654,-10,0
1130,83.3,86.2,1.8,0.000641,53,0
1131,83.3,86.5,2.2,0.000655,64,0
1132,83.3,86.5,1.9,0.000599,64,0
1133,83.3,86.4,2.0,0.000644,-10,0
1134,83.1,86.2,1.5,0.000627,61,0
1135,82.8,86.0,1.8,0.000612,68,0
1136,82.8,86.0,1.9,0.000601,57,0
1137,83.0,86.0,2.0,0.000625,-10,0
1138,83.3,86.0,2.0,0.000674,-10,0
1139,83.1,86.0,2.1,0.000625,-10,0
1140,82.8,86.2,1.6,0.000628,58,0
1141,83.0,86.2,2.1,0.000609,-10,0
1142,83.3,86.2,2.3,0.000586,-10,0
1143,83.1,86.2,2.3,0.000684,-10,0
1144,83.0,86.2,2.1,0.000684,-10,0
1145,83.5,86.1,2.0,0.000691,-10,0
1146,83.8,86.0,2.0,0.000685,-10,0
1147,83.6,86.2,2.3,0.000673,-10,0
1148,83.1,86.2,3.5,0.000681,-10,47
1149,82.5,86.2,2.1,0.00065,-10,0
1150,81.6,86.0,2.2,0.00066,-10,0
1151,80.5,85.5,2.8,0.000681,-10,27
1152,79.5,84.9,2.0,0.000689,-10,0
1153,78.9,84.6,1.9,0.000672,68,0
1154,78.0,84.3,1.8,0.000646,75,0
1155,77.1,83.7,1.8,0.000686,88,0
1156,76.4,83.2,1.9,0.000684,85,0
1157,75.9,82.9,1.8,0.000679,71,0
1158,75.5,82.7,2.0,0.000672,50,0
1159,75.4,82.1,1.9,0.000643,-10,0
1160,75.5,82.0,2.0,0.000647,-10,0
1161,75.6,81.8,2.0,0.000633,80,0
1162,75.9,81.4,3.5,0.000686,-10,53
1163,75.5,81.4,5.0,0.000567,-10,96
1164,75.2,80.9,2.5,0.00064,54,21
1165,75.4,80.6,1.8,0.000652,59,0
1166,75.8,80.9,1.6,0.000683,-10,0
1167,76.3,81.4,1.6,0.00062,50,0
1168,76.7,81.3,1.8,0.000606,51,0
1169,77.2,81.3,1.8,0.000628,52,0
1170,77.6,81.3,1.8,0.000646,52,0
1171,78.1,81.3,1.9,0.000668,84,0
1172,78.3,81.7,1.7,0.000677,53,0
1173,78.5,82.0,1.3,0.000735,53,0
1174,78.8,82.2,1.5,0.000668,53,0
1175,79.0,82.4,1.8,0.000664,54,0
1176,79.2,82.2,1.6,0.0007,63,0
1177,79.2,82.3,1.9,0.000662,68,0
1178,79.2,82.5,1.6,0.00067,59,0
1179,79.4,82.8,1.6,0.000639,62,0
1180,79.7,82.7,1.5,0.000663,58,0
1181,79.7,82.6,1.4,0.000661,62,0
1182,79.9,82.6,1.5,0.000649,60,0
1183,80.2,82.8,1.4,0.000644,58,0
1184,80.2,83.0,1.8,0.000627,59,0
1185,80.2,83.0,1.7,0.000613,63,0
1186,80.2,83.1,1.5,0.000591,59,0
1187,80.2,82.9,2.0,0.000666,-10,0
1188,80.2,82.9,1.6,0.000617,-10,0
1189,80.2,82.9,1.7,0.000695,-10,0
1190,80.2,83.0,1.7,0.000635,63,0
1191,80.2,83.1,1.5,0.000601,57,0
1192,80.2,83.1,1.7,0.000654,60,0
1193,80.2,83.2,1.9,0.000631,66,0
1194,80.2,83.3,1.7,0.000598,63,0
1195,80.3,83.2,1.5,0.000595,59,0
1196,80.6,83.1,1.4,0.000585,61,0
1197,80.6,83.3,1.6,0.000585,59,0
1198,80.8,83.3,1.6,0.000608,67,0
1199,81.1,83.3,1.9,0.000626,58,0
1200,81.1,83.2,2.6,0.000678,-10,17
1201,80.9,83.5,1.7,0.000629,49,0
1202,80.6,83.5,1.7,0.000622,54,0
1203,80.6,83.5,1.8,0.00061,57,0
1204,80.4,83.5,1.9,0.000615,64,0
1205,80.2,83.5,1.9,0.000606,66,0
1206,80.2,83.6,1.6,0.000592,64,0
1207,80.2,83.7,1.6,0.000608,59,0
1208,80.3,83.5,1.8,0.000593,-10,0
1209,80.6,83.5,2.2,0.000627,-10,0
1210,80.6,83.5,1.7,0.000634,57,0
1211,80.6,83.8,1.4,0.000638,57,0
1212,80.6,83.8,1.9,0.000622,64,0
1213,80.6,83.8,2.0,0.000601,55,0
1214,80.4,83.8,1.7,0.000641,56,0
1215,80.2,83.9,1.8,0.00064,59,0
1216,80.2,83.9,1.9,0.000616,71,0
1217,80.2,83.8,1.8,0.000617,68,0
1218,80.2,83.8,1.6,0.00062,68,0
1219,80.3,84.0,1.3,0.000605,54,0
1220,80.6,84.0,1.7,0.000615,56,0
1221,80.6,83.8,1.6,0.000645,55,0
1222,80.6,83.8,1.8,0.000645,62,0
1223,80.6,83.9,1.6,0.000641,65,0
1224,80.6,83.8,1.6,0.000616,56,0
1225,80.6,83.5,1.4,0.000602,58,0
1226,80.6,83.5,1.3,0.000591,54,0
1227,80.6,83.5,1.5,0.000596,51,0
1228,80.6,83.7,1.7,0.00059,54,0
1229,80.6,83.8,1.5,0.000585,54,0
1230,80.6,83.7,1.6,0.000583,52,0
1231,80.6,83.6,1.8,0.00059,57,0
1232,80.6,83.8,1.4,0.000572,58,0
1233,80.6,83.5,1.6,0.000597,59,0
1234,80.6,83.5,1.3,0.000594,56,0
1235,80.6,83.3,1.7,0.000638,57,0
1236,80.6,83.3,1.7,0.000646,57,0
1237,80.6,83.1,1.7,0.000642,54,0
1238,80.4,83.1,1.6,0.000671,-10,0
1239,80.2,83.3,1.4,0.000585,69,0
1240,80.2,83.3,1.3,0.000588,56,0
1241,80.2,83.1,1.8,0.000593,57,0
1242,80.2,83.1,1.8,0.000613,-10,0
1243,80.2,83.0,1.8,0.000644,84,0
1244,80.2,82.9,1.7,0.000656,59,0
1245,80.2,82.9,1.4,0.000621,58,0
1246,80.2,82.9,1.4,0.000603,60,0
1247,80.0,83.1,2.1,0.000635,73,13
1248,79.7,83.1,1.7,0.000593,54,0
1249,79.7,83.1,1.7,0.00062,58,0
1250,79.7,83.1,1.7,0.000648,69,0
1251,79.7,83.1,1.4,0.000596,59,0
1252,79.7,83.1,1.8,0.000582,56,0
1253,79.7,83.2,1.7,0.000625,60,0
1254,79.7,83.2,1.8,0.000639,60,0
1255,79.7,83.1,1.7,0.00061,58,0
1256,79.7,83.1,1.9,0.000623,52,0
1257,79.7,83.1,2.3,0.000651,-10,0
1258,79.7,83.0,2.4,0.000645,-10,0
1259,79.3,83.0,3.6,0.000669,-10,36
1260,78.0,82.5,5.5,0.000692,-10,71
1261,76.1,81.5,2.4,0.00063,-10,0
1262,73.2,78.7,3.0,0.000518,-10,0
1263,70.0,77.8,2.5,0.00051,-10,0
1264,68.1,77.4,4.9,0.000516,-10,0
1265,67.9,76.7,6.2,0.000516,-10,69
1266,69.0,76.6,5.8,0.000508,-10,50
1267,70.4,76.8,3.7,0.00052,-10,52
1268,71.5,77.2,2.5,0.000536,-10,0
1269,72.4,77.5,2.4,0.000507,-10,0
1270,73.3,77.9,2.2,0.000551,-10,0
1271,74.0,78.2,5.3,0.000506,-10,105
1272,74.5,78.3,5.2,0.000564,-10,102
1273,75.1,79.0,1.8,0.000657,61,1
1274,75.8,79.5,1.9,0.000682,62,0
1275,76.3,79.9,2.3,0.000614,-10,0
1276,76.6,79.9,3.6,0.000606,-10,45
1277,76.4,79.8,4.5,0.000606,-10,76
1278,76.1,79.6,2.8,0.000626,-10,25
1279,75.9,79.8,2.1,0.000654,-10,0
1280,75.7,80.1,2.2,0.000593,-10,0
1281,75.7,80.2,2.2,0.000656,-10,0
1282,75.7,80.8,2.6,0.000613,-10,9
1283,75.8,80.9,2.1,0.000659,-10,0
1284,76.1,80.6,2.4,0.00062,-10,0
1285,75.9,80.2,2.4,0.000623,-10,13
1286,75.7,79.8,2.7,0.000598,-10,32
1287,75.5,79.7,3.8,0.000614,-10,52
1288,75.0,79.5,1.9,0.000583,-10,0
1289,74.8,79.5,1.9,0.000644,-10,0
1290,74.8,79.4,2.0,0.000659,-10,0
1291,74.8,79.8,2.0,0.000679,56,0
1292,74.8,79.6,2.0,0.000644,-10,0
1293,74.8,80.4,2.1,0.000687,65,0
1294,74.9,80.7,1.9,0.000699,64,0
1295,75.2,80.8,2.3,0.000703,-10,0
1296,75.2,80.3,2.2,0.000695,-10,0
1297,75.2,80.1,1.9,0.000658,-10,0
1298,75.2,80.6,2.1,0.000666,75,0
1299,75.4,80.8,2.2,0.000696,-10,0
1300,75.7,80.9,2.0,0.000687,-10,0
1301,75.7,80.3,3.2,0.00072,-10,39
1302,75.5,79.9,3.1,0.000693,-10,32
1303,75.2,79.7,1.8,0.000706,64,0
1304,75.2,80.0,1.7,0.000697,63,0
1305,75.2,80.5,1.7,0.0007,62,0
1306,75.2,80.8,2.0,0.000714,68,14
1307,75.2,80.8,3.0,0.000714,-10,30
1308,75.4,80.7,2.2,0.000718,-10,0
1309,75.7,81.1,2.6,0.000695,-10,20
1310,75.8,81.1,2.3,0.000689,-10,0
1311,76.1,81.7,2.7,0.000714,-10,27
1312,76.1,81.7,2.4,0.000731,-10,0
1313,76.3,82.2,2.9,0.000699,-10,31
1314,76.6,82.6,4.0,0.000712,-10,38
1315,76.7,82.8,2.7,0.000741,-10,11
1316,77.2,83.0,2.2,0.000719,-10,0
1317,77.5,83.4,2.6,0.00078,-10,8
1318,77.5,83.6,2.2,0.000775,-10,0
1319,77.5,83.8,2.1,0.000802,-10,0
1320,77.6,84.2,2.1,0.000753,73,0
1321,77.9,84.0,2.3,0.00065,-10,6
1322,77.9,84.0,2.1,0.000674,89,5
1323,77.9,84.4,2.4,0.000706,-10,13
1324,77.9,84.3,2.3,0.000696,-10,0
1325,78.1,84.6,2.7,0.000699,120,18
1326,78.2,84.7,2.1,0.000645,75,0
1327,77.9,84.8,2.4,0.000681,-10,15
1328,78.1,85.0,2.2,0.000652,-10,0
1329,78.3,85.0,2.3,0.00113,-10,12
1330,78.5,85.1,3.0,0.00117,-10,37
1331,79.2,85.3,2.2,0.000922,-10,0
1332,79.7,85.4,2.0,0.0013,-10,0
1333,79.7,85.5,2.0,0.00228,58,0
1334,79.7,85.3,2.2,0.0064,58,0
1335,79.5,85.1,3.3,0.0127,-10,49
1336,79.4,85.1,2.0,0.00789,-10,0
1337,79.7,85.3,7.9,0.00291,-10,109
1338,79.5,85.2,10.1,0.00116,-10,145
1339,79.2,85.2,10.3,0.000795,-10,143
1340,79.2,85.2,10.4,0.000666,-10,150
1341,79.2,85.0,10.6,0.000639,-10,148
1342,79.1,84.8,10.8,0.000877,-10,147
1343,78.8,84.4,8.7,0.0107,-10,144
1344,78.8,84.2,10.3,0.971,-10,148
1345,78.8,83.9,10.2,3.21,-10,150
1346,78.6,83.8,10.8,9.07,-10,149
1347,78.3,83.8,11.1,17.2,-10,148
1348,78.3,83.9,10.7,20.4,-10,153
1349,78.3,83.9,10.6,25.1,-10,148
1350,78.3,84.2,11.1,30.0,-10,146
1351,78.3,84.5,11.0,30.6,-10,150
1352,78.3,84.8,10.8,31.2,-10,149
1353,78.3,84.9,11.4,31.2,-10,147
1354,78.3,85.0,10.9,29.7,-10,147
1355,78.3,85.1,6.6,30.2,-10,81
1356,78.5,85.5,7.2,30.0,-10,88
1357,78.8,85.4,11.7,28.8,-10,153
1358,78.6,85.3,11.6,30.6,-10,150
1359,78.3,85.3,11.4,29.6,-10,148
1360,78.3,85.2,11.9,28.5,-10,156
1361,78.3,85.3,12.4,29.2,-10,156
1362,78.3,85.6,11.8,30.5,-10,148
1363,78.3,85.9,10.4,29.4,-10,142
1364,78.3,85.9,6.4,31.1,-10,113
1365,78.5,86.2,6.3,31.3,-10,112
1366,78.8,86.3,4.4,31.5,-10,70
1367,79.0,86.3,4.9,31.4,-10,95
1368,79.4,86.2,2.6,31.1,-10,0
1369,79.5,86.1,2.1,31.5,99,0
1370,79.6,86.3,2.2,29.6,-10,0
1371,80.5,86.3,1.5,29.8,97,0
1372,81.2,87.0,2.4,29.8,-10,0
1373,81.5,86.9,2.5,22.6,-10,6
1374,81.5,86.0,3.1,8.15,-10,24
1375,81.3,85.6,3.5,3.67,-10,54
1376,81.1,85.9,1.6,4.2,99,0
1377,81.1,86.1,1.7,6.16,96,0
1378,80.7,86.0,2.8,7.59,-10,29
1379,79.4,85.5,2.5,5.31,-10,10
1380,76.8,84.1,2.6,2.13,-10,0
1381,73.4,83.2,2.6,1.02,-10,0
1382,70.8,81.7,2.7,0.269,-10,0
1383,69.2,80.5,5.6,0.309,-10,0
1384,68.1,79.8,6.3,0.174,-10,0
1385,67.7,79.2,6.4,0.0523,-10,0
1386,68.6,78.6,5.8,0.0442,-10,0
1387,70.1,78.6,4.2,0.131,-10,0
1388,71.7,78.8,1.7,0.156,80,0
1389,72.9,79.0,1.6,0.114,83,0
1390,73.8,79.6,1.8,0.166,60,0
1391,74.7,80.0,2.0,0.0415,-10,0
1392,75.6,80.3,1.6,0.0341,69,0
1393,76.3,80.8,1.7,0.0292,84,0
1394,76.9,81.4,1.7,0.0266,65,0
1395,77.6,81.7,1.8,0.03,52,0
1396,78.1,82.1,1.9,0.023,-10,0
1397,78.5,82.5,2.0,0.0267,-10,0
1398,79.2,82.9,1.9,0.0234,71,0
1399,79.7,83.3,1.9,0.0159,69,0
1400,79.9,83.6,1.9,0.012,-10,0
1401,80.3,83.8,1.9,0.0164,-10,0
1402,80.8,84.1,1.8,0.0104,-10,0
1403,81.1,84.7,2.0,0.0041,-10,0
1404,81.2,84.9,1.6,0.00243,72,0
1405,81.5,85.1,2.0,0.00209,-10,0
1406,81.7,85.5,1.8,0.00273,-10,0
1407,82.1,85.8,2.0,0.00334,-10,0
1408,82.4,86.0,1.8,0.00366,51,0
1409,82.6,86.5,2.0,0.00685,-10,0
1410,82.8,86.9,1.8,0.00758,-10,0
1411,82.8,87.0,1.7,0.00931,-10,0
1412,83.0,86.9,1.4,0.00686,81,0
1413,83.5,87.0,1.7,0.0126,75,0
1414,83.8,87.5,1.9,0.0145,82,0
1415,83.8,87.5,1.9,0.0198,84,0
1416,83.8,87.8,1.9,0.0601,88,0
1417,83.8,88.0,1.9,0.0788,87,0
1418,83.9,88.2,1.8,0.0332,-10,0
1419,84.2,88.2,1.6,0.0342,83,0
1420,84.2,88.5,1.5,0.0375,76,0
1421,84.4,88.4,1.4,0.039,76,0
1422,84.7,88.2,1.7,0.0307,77,0
1423,84.7,88.0,1.6,0.00444,74,0
1424,84.7,88.2,1.6,0.00268,74,0
1425,84.7,88.5,1.4,0.00109,79,0
1426,84.7,88.6,1.6,0.00382,82,0
1427,84.7,88.7,2.1,0.00413,81,0
1428,84.1,88.7,2.4,0.00666,-10,0
1429,81.6,88.1,2.4,0.00424,-10,0
1430,77.4,86.2,2.7,0.00231,-10,0
1431,73.1,83.0,2.8,0.00138,-10,0
1432,69.4,81.3,6.5,0.000881,-10,0
1433,67.2,80.0,6.5,0.000713,-10,26
1434,67.0,78.9,6.2,0.000623,-10,2
1435,67.9,78.5,6.2,0.000663,-10,0
1436,69.0,78.3,4.1,0.000671,-10,0
1437,70.2,78.4,2.0,0.000641,-10,0
1438,71.1,78.8,2.2,0.000713,-10,0
1439,72.0,79.3,2.2,0.00065,-10,0
